model_name,predictions
Zephyr-7B,"R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.255 area 0
R4(config-router)# interface Ethernet0/1
R4(config-if)# ip ospf priority 0
R4(config-if)# passive
R4(config-if)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure R1 to send SNMP traps to R2's IP address 10.0.12.2.
Configuration:
R1# configure terminal
R1(config)# snmp-server contact ""Cisco Network Engineer""
R1(config)# snmp-server location ""Data Center""
R1(config)# snmp-server community public RO
R1(config)# snmp-server community snmpadmin V3 auth md5 snmpadmin auth md5 snmpadmin priv des
R1(config)# snmp-server host R2-SNMP-SERVER 10.0.12.2 public
R1(config)# end

Example 7 — Multiple devices, different commands:
Requirement: Configure R3 to use the default route learned from R2.
Configuration:
R3# configure terminal
R3(config)# ip route 0.0.0.0 0.0.0.0 R2
R3(config)# end

Example 8 — Multiple devices, different commands:
Requirement: Configure R1 to use the default route learned from R2 and set the interface connecting to R4 as passive.
Configuration:
R1# configure terminal
R1(config)# ip route 0.0.0.0 0.0.0.0 R2
R1(config)# interface Ethernet0/2
R1(config-if)# ip ospf priority 0
R1(config-if)# passive
R1(config-if)# end

Example 9 — Multiple devices, different commands:
Requirement: Configure R2 to use the default route learned from R1 and set the interface connecting"
Zephyr-7B,"R4# configure terminal
R4(config)# no ip route 0.0.0.0 0.0.0.0
R4(config)# end

Requirement:
Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign the VLAN ID to the appropriate switch ports.

Configuration:
SW1# configure terminal
SW1(config)# v"
Zephyr-7B,"R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# ip ospf hello-interval 10
R3(config-if)# end

Requirement:
Configure a static route on R1 to reach the 10.0.23.0/24 network via R2.

Configuration:
R1# configure terminal
R1(config)# ip route 10.0.23.0 255.255.255.0 10.0.12.2
R1(config)# end

Requirement:
Configure a named ACL on R2 to deny all traffic from the 10.0.12.0/24 network to the 10.0.23.0/24 network.

Configuration:
R2# configure terminal
R2(config)# ip access-list extended DENY_12_23
R2(config-ext-nacl)# deny ip 10.0.12.0 0.0.0.255 10.0.23.0 0.0.0.255
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# end

Requirement:
Configure OSPF on R1, R2, and R3 with area 10 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.255 area 10
R1(config-router)# network 10.0.12.0 0.0.255 area 10
R1(config-router)# network 10.0.14.0 0.0.255 area 10
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12."
Zephyr-7B,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# ip ospf authentication-key netpass
R1(config-if)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure R1's FastEthernet0/1 interface with IP address 10.0.12.1/24 and enable OSPF on it with area 10.
Requirement: Configure R2's FastEthernet0/0 interface with IP address 10.0.12.2/24 and enable OSPF on it with area 10.
Requirement: Configure R3's FastEthernet0/0 interface with IP address 10.0.23.2/24 and enable OSPF on it with area 10.
Requirement: Configure R4's FastEthernet0/0 interface with IP address 10.0.14.2/24 and enable OSPF on it with area 10.
Requirement: Configure R4's FastEthernet0/1 interface with IP address 10.0.24.2/24 and enable OSPF on it with area 10.
Requirement: Configure R4's FastEthernet0/2 interface with IP address 10.0.34.2/24 and enable OSPF on it with area 10.
Requirement: Configure R1's FastEthernet0/1 interface with OSPF cost 64.
Requirement: Configure R2's FastEthernet0/0 interface with OSPF cost 128.
Requirement: Configure R3's FastEthernet0/0 interface with OSPF cost 256.
Requirement: Configure R4's FastEthernet0/0 interface with OSPF cost 512.
Requirement: Configure R4's FastEthernet0/1 interface with OSPF cost 1024.
Requirement: Configure R4's FastEthernet0/2 interface with OSPF cost 2048."
Zephyr-7B,"R1# configure terminal
R1(config)# ip access-list extended DENY_TELNET
R1(config-ext-nacl)# deny tcp 10.0.1.0 0.0.0.255 any eq 23
R1(config-ext-nacl)# permit ip any any
R1(config-ext-nacl)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# network 10.0.2.0 0.0.0.255 area 0"
Zephyr-7B,"R1# configure terminal
R1(config)# access-list 101 extended DENY_TELNET
R1(config-ext-nacl)# deny tcp 10.0.1.0 0.0.0.255 host 10.0.1.1 eq 23
R1(config-ext-nacl)# permit ip any any
R1(config-ext-nacl)# end

R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# ip access-group 101 in
R1(config-if)# end

R1(config)# exit
R1(config)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1 and R2 with area 0, network statements for all connected networks, and no authentication.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 10.0.1.1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# router-id 10.0.1.2
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10"
Zephyr-7B,"R3# configure terminal
R3(config)# ip access-list standard ALLOW_2
R3(config-ext-nacl)# permit ip 10.0.2.0 0.0.0.255
R3(config-ext-nacl)# end

Example 6 — Multiple devices, OSPF configuration:
Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.1 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.2.0 0.0.0.255 area 0
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# end

Example 7 — Multiple devices, VLAN configuration:
Requirement: Create VLAN 50 on R1, R2, and R3 and assign the appropriate interfaces to the VLAN."
Zephyr-7B,"R4# configure terminal
R4(config)# ip access-list extended DENY_ICMP
R4(config-ext-nacl)# deny icmp any 10.0.14.0 0.0.0.255
R4(config-ext-nacl)# permit ip any any
R4(config-ext-nacl)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1, R2, and R4 with area 0 and network statements for their respective interfaces.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.1 0.0.0.0 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.255 area 0
R4(config-router)# end

Example 7 — Multiple devices, VLAN configuration:
Requirement: Configure VLAN 20 on SW1 and SW2, and assign the Fa0/24 interface on R1 and R3 to VLAN 20.
Configuration:
SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN_20
SW1(config-vlan)# exit
SW1(config)# interface Fa0/24
SW1(config-if)# switch"
Zephyr-7B,"R3# configure terminal
R3(config)# ip domain-name lab.local
R3(config)# crypto key generate rsa modulus 1024
R3(config)# crypto protocol ssh version 2
R3(config)# end


Requirement:
Configure OSPF on R1 with process ID 10, enable network type broadcast on all interfaces, and set the router ID to 10.0.1.1.

Configuration:
R1# configure terminal
R1(config)# router ospf 10
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# router-id 10.0.1.1
R1(config-router)# end


Requirement:
Configure a static route on R2 to reach the 10.0.34.0/24 network via R3.

Configuration:
R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end


Requirement:
Configure an extended ACL on R1 to deny all traffic from the 10.0.23.0/24 network to the 10.0.14.0/24 network.

Configuration:
R1# configure terminal
R1(config)# access-list 100 deny ip 10.0.23.0 0.0.0.255 10.0.14.0 0.0.0.255
R1(config)# access-list 100 permit ip any any
R1(config)# end


Requirement:
Configure a"
Zephyr-7B,"R4# configure terminal
R4(config)# line vty 0 15
R4(config-line)# password mypassword
R4(config-line)# end


Requirement:
Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end


Requirement:
Configure a static route on R1 to reach the 10.0.34.0/24 network via R3.

Configuration:
R1# configure terminal"
Zephyr-7B,"R1# configure terminal
R1(config)# enable secret mypassword
R1(config)# end

Requirement:
Configure R2 to use OSPF as the routing protocol, with area 0 and cost 64 for all interfaces.

Configuration:
R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# router-id 10.0.12.2
R2(config-router)# area 0 range 10.0.0.0 255.255.255.0
R2(config-router)# interface Ethernet0/0
R2(config-if)# ip ospf network point-to-point
R2(config-if)# ospf cost 64
R2(config-if)# interface Ethernet0/1
R2(config-if)# ip ospf network point-to-point
R2(config-if)# ospf cost 64
R2(config-if)# interface Ethernet0/2
R2(config-if)# ip ospf network point-to-point
R2(config-if)# ospf cost 64
R2(config-if)# end

Requirement:
Configure R3 to use OSPF as the routing protocol, with area 0 and cost 128 for all interfaces.

Configuration:
R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# router-id 10.0.23.2
R3(config-router)# area 0 range 10.0.0.0 255.255.255.0
R3(config-router)# interface Ethernet0/0
R3(config-if)# ip ospf network point-to-point
R3(config-if)# ospf cost 128
R3(config-if)# interface Ethernet0/1
R3(config-if)# ip ospf network point-to-point
R3(config"
Zephyr-7B,"R2# configure terminal
R2(config)# line console 0
R2(config-line)# password mypassword
R2(config-line)# end

Requirement:
Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign the VLAN to the appropriate ports.

Configuration:
SW1# configure terminal
SW1(config)# vlan 2"
Zephyr-7B,"R3# configure terminal
R3(config)# aaa new-model
R3(config)# end

Requirement:
Configure OSPF on R1 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 10.0.1.1
R1(config-router)# network 10.0.1.1 0.0.0.255 area 0
R1(config-router)# network 10.0.12.1 0.0.0.255 area 0
R1(config-router)# network 10.0.14.1 0.0.0.255 area 0
R1(config-router)# end

Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign it to the access ports connected to h3 and h4.

Configuration:
SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN_20
SW1(config-vlan)# exit
SW1(config)# interface Fa0/3
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 20
SW1(config-if)# end

SW2# configure terminal
SW2(config)# vlan 20
SW2(config-vlan)# name VLAN_20
SW2(config-vlan)# exit
SW2(config)# interface Fa0/4
SW2(config-if)# switchport mode access
SW2(config-if)# switchport access vlan 20
SW2(config-if)# end

Requirement:
Configure a VLAN 40 on SW2 and SW3, and assign it to the access ports connected to h5 and h6.

Configuration:
SW2# configure terminal
SW2(config)# vlan 40
SW2(config-vlan)# name VLAN_40"
Zephyr-7B,"R1# configure terminal
R1(config)# snmp-server community private ro
R1(config)# snmp-server community private rw
R1(config)# end

Requirement:
Configure OSPF on R2 with area 0 and network statements for all connected networks.

Configuration:
R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

Requirement:
Configure VLAN 20 on R3 and allow it on the trunk link to SW2.

Configuration:
R3# configure terminal
R3(config)# vlan 20
R3(config-vlan)# name VLAN_20
R3(config-vlan)# exit
R3(config)# interface Ethernet0/2
R3(config-if)# switchport mode trunk
R3(config-if)# switchport trunk allowed vlan 20,30,40
R3(config-if)# end

Requirement:
Configure a static route on R4 to reach the 10.0.34.0/24 network via R3.

Configuration:
R4# configure terminal
R4(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R4(config)# end

Requirement:
Configure a named ACL on R1 to deny ICMP traffic from the 10.0.14.0/24 network to any destination.

Configuration:
R1# configure terminal
R1(config)# access-list 100 deny icmp any 10.0.14.0 0.0.0.255
R1(config)# access-list 100 permit ip any any
R1(config)"
Zephyr-7B,"SW2# configure terminal
SW2(config)# vlan 20
SW2(config-vlan)# name VLAN_20
SW2(config-vlan)# exit
SW2(config)# interface Fa0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan 10, 20, 30, 40
SW2(config-if)# end

Requirement:
Configure OSPF on R1, R2, and R3 with network statements for each connected network.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# end

Requirement:
Configure a static route on R4 to reach the 10.0.34.0/24 network via R3.

Configuration:
R4# configure terminal
R4(config)# ip route 10.0.34.0 255.255.255.0 10.0"
Zephyr-7B,"SW1# configure terminal
SW1(config)# interface FastEthernet0/1
SW1(config-if)# spanning-tree portfast
SW1(config-if)# spanning-tree bpduguard enable
SW1(config-if)# end


Requirement:
Configure OSPF on R1's Ethernet0/0 interface with area 0 and cost 64.

Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip ospf network point-to-point
R1(config-if)# ip ospf cost 64
R1(config-if)# ip ospf area 0
R1(config-if)# end


Requirement:
Configure a static route on R2 to reach the 10.0.34.0/24 network via R3.

Configuration:
R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end


Requirement:
Configure a named ACL on R3 to deny all traffic from the 10.0.12.0/24 network.

Configuration:
R3# configure terminal
R3(config)# access-list 100 deny ip 10.0.12.0 0.0.0.255 any
R3(config)# access-list 100 permit ip any any
R3(config)# end


Requirement:
Configure NTP on R4 with server 10.0.1.1 and source interface Ethernet0/1.

Configuration:
R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# ntp source Ethernet0/1
R4(config)# end


Requirement:
Configure VLAN 20 on SW1's Fa0/24 trunk port and allow it for all VLANs"
Zephyr-7B,"SW2# configure terminal
SW2(config)# spanning-tree mode pvst
SW2(config)# spanning-tree vlan 40 root primary
SW2(config)# end

Requirement:
Configure OSPF on R1, R2, and R3 with network statements for each connected network.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.1 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# end

Requirement:
Configure a DHCP pool on R4 for the 10.0.34.0/24 network with a range of 100 to 200 IP addresses.

Configuration:
R4# configure terminal
R4(config)# ip dhcp pool POOL_34
R4(config-dhcp)# network 10.0.34.0 255.255.255.0
R4(config-dhcp)# range 100 200
R4(config-dhcp)# exit
R4(config)#"
Zephyr-7B,"SW1(config)# interface FastEthernet0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk native vlan 20
SW1(config-if)# end

Requirement:
Configure OSPF on R1's Ethernet0/1 interface with priority 1 and cost 64.

Configuration:
R1(config)# interface Ethernet0/1
R1(config-if)# ip ospf network point-to-point
R1(config-if)# router ospf 1
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# interface Ethernet0/1
R1(config-router-int)# priority 1
R1(config-router-int)# cost 64
R1(config-router-int)# end

Requirement:
Configure a static route on R2 to reach the 10.0.34.0/24 network via R3.

Configuration:
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end

Requirement:
Configure an extended ACL on R3 to deny SSH traffic from the 10.0.23.0/24 network to any destination.

Configuration:
R3(config)# access-list 100 deny tcp 10.0.23.0 0.0.0.255 any eq 22
R3(config)# access-list 100 permit ip any any
R3(config)# end

Requirement:
Configure NTP server 10.0.1.1 on R2, R3, and R4.

Configuration:
R2(config)# ntp server 10.0.1.1
R2(config)# end

R3(config)# ntp server 10.0.1"
Zephyr-7B,"SW2# configure terminal
SW2(config)# interface Vlan40
SW2(config-if)# ip address 10.0.4.1 255.255.255.0
SW2(config-if)# no shutdown
SW2(config-if)# end


Requirement:
Configure OSPF on R1 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 10.0.1.1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end


Requirement:
Configure a static route on R2 to reach the 10.0.34.0/24 network via R3.

Configuration:
R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end


Requirement:
Configure a named ACL on R3 to deny all traffic from the 10.0.23.0/24 network to the 10.0.34.0/24 network.

Configuration:
R3# configure terminal
R3(config)# access-list 100 deny 10.0.23.0 0.0.0.255 10.0.34.0 0.0.0.255
R3(config)# access-list 100 permit ip any any
R3(config)# end


Requirement:
Configure a dynamic routing protocol (OSPF or"
Zephyr-7B,"SW2# configure terminal
SW2(config)# interface FastEthernet0/1
SW2(config-if)# storm-control broadcast level 10
SW2(config-if)# end


Requirement:
Configure OSPF on R1, R2, and R3 with network statements for their respective LANs and a router ID of 10.0.1.1 on R1.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# router-id 10.0.1.1
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# router-id 10.0.1.1
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.2"
Zephyr-7B,"SW1# configure terminal
SW1(config)# interface FastEthernet0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10, 20
SW1(config-if)# end

SW1(config)# vlan 20
SW1(config-vlan)# name DEV_NET
SW1(config-vlan)# exit
SW1(config)# end


Requirement:
Configure OSPF on R1, R2, and R3 with network statements for each connected network.

Configuration:

R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.1 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end


Requirement:
Configure a static route on R4 to reach the 10.0.34.0/24 network via R3.

Configuration:
R4# configure terminal
R4(config)# ip route 10.0.34.0 255.255.255."
Zephyr-7B,"SW2# configure terminal
SW2(config)# interface FastEthernet0/1
SW2(config-if)# switchport mode access
SW2(config-if)# switchport vlan 30
SW2(config-if)# ip address 10.0.2.100 255.255.255.0
SW2(config-if)# spanning-tree portfast
SW2(config-if)# spanning-tree bpduguard enable
SW2(config-if)# switchport port-security
SW2(config-if)# switchport port-security maximum 2
SW2(config-if)# end

R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# ip address 10.0.24.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23."
Zephyr-7B,"R4# configure terminal
R4(config)# ip dhcp pool POOL_14
R4(config-dhcp-pool)# network 10.0.14.0 255.255.255.0
R4(config-dhcp-pool)# range 10.0.14.100 10.0.14.200
R4(config-dhcp-pool)# exit
R4(config)# end

Requirement:
Configure OSPF on R1, R2, and R4 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 1.1.1.1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# router-id 2.2.2.2
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# router-id 4.4.4.4
R4(config-router)# network 10.0.14.0 0"
Zephyr-7B,"Example 6 — Multiple devices, excluding addresses from DHCP pool:
Requirement: Exclude the first 5 addresses of the 10.0.2.0/24 network from the DHCP pool on R3.
Configuration:
R3# configure terminal
R3(config)# ip dhcp excluded-address 10.0.2.1 10.0.2.5
R3(config)# end

Example 7 — Multiple devices, OSPF configuration:
Requirement: Configure OSPF on R1, R2, and R4 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.255 area 0
R4(config-router)# network 10.0.24.0 0.0.0.255 area 0
R4(config-router)# end

Example 8 — Multiple devices"
Zephyr-7B,"R3# configure terminal
R3(config)# ntp server 10.0.23.2
R3(config)# end

Requirement:
Configure OSPF on R1 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 10.0.1.1
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# network 10.0.2.0 0.0.0.255 area 0
R1(config-router)# end

Requirement:
Configure a static route on R2 to reach the 10.0.34.0/24 network via R3.

Configuration:
R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end

Requirement:
Configure a named ACL on R4 to deny all traffic from the 10.0.12.0/24 network.

Configuration:
R4# configure terminal
R4(config)# ip access-list extended DENY_12
R4(config-ext-nacl)# deny ip 10.0.12.0 0.0.0.255 any
R4(config-ext-nacl)# permit ip any any
R4(config-ext-nacl)# end

Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign the VLAN ID to the appropriate interfaces.

Configuration:
SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN_20
SW1(config-"
